Member_ID,Gender,Age,Locker_Rental,Visit_Frequency,Duration_Minutes
MEM_00175,Male,23,No,6,26.6
MEM_14288,Female,27,Yes,25,110.1
MEM_02208,Female,45,Yes,3,25.5
MEM_03609,Female,46,No,3,49.4
MEM_11729,Female,21,No,20,100.0
MEM_14758,Male,60,Yes,26,108.8
MEM_03787,Female,43,Yes,2,102.7
MEM_12480,Male,23,No,23,136.5
MEM_10685,Female,59,Yes,20,49.8
MEM_06458,Male,45,No,6,161.1
MEM_02225,Male,33,Yes,7,23.6
MEM_03049,Female,22,No,6,42.3
MEM_00296,Female,64,Yes,6,37.0
MEM_01126,Female,35,No,5,16.6
MEM_08414,Female,44,No,23,50.0
MEM_14281,Male,32,No,27,79.3
MEM_11877,Female,63,No,20,117.3
MEM_02441,Female,53,No,7,19.2
MEM_12886,Female,53,Yes,26,123.9
MEM_07033,Male,27,Yes,8,148.3
MEM_01322,Female,21,No,4,36.1
MEM_01603,Female,18,No,2,41.6
MEM_04210,Male,32,No,5,170.0
MEM_13715,Male,58,No,23,154.7
MEM_12918,Female,42,No,26,131.7
MEM_11311,Female,38,No,24,95.5
MEM_04065,Male,28,No,6,129.9
MEM_01294,Female,57,No,4,38.3
MEM_05007,Female,38,No,7,121.1
MEM_06069,Female,37,No,8,88.3
MEM_06386,Male,24,No,4,147.1
MEM_14027,Female,45,No,27,112.3
MEM_13119,Female,34,No,24,87.9
MEM_13946,Female,53,No,23,135.3
MEM_04071,Female,37,Yes,8,124.9
MEM_01507,Male,46,No,6,22.6
MEM_11747,Male,34,No,26,129.4
MEM_01559,Male,29,No,3,
MEM_08904,Male,28,No,26,56.5
MEM_05577,Female,32,No,8,167.1
MEM_06860,Male,64,No,6,139.5
MEM_09666,Female,55,No,18,36.5
MEM_12660,Male,32,No,20,111.0
MEM_07744,Male,18,No,24,36.7
MEM_01836,Female,24,No,2,23.6
MEM_05611,Female,36,Yes,9,136.6
MEM_07660,Female,45,No,19,48.7
MEM_10765,Male,56,No,19,40.0
MEM_05335,Male,44,No,5,108.4
MEM_01354,Female,22,No,3,34.0
MEM_04141,Male,52,Yes,8,129.4
MEM_09030,Female,38,No,23,32.3
MEM_10278,Male,21,Yes,21,54.7
MEM_13236,Female,32,Yes,25,153.8
MEM_04844,Male,43,No,6,111.6
MEM_04723,Female,38,Yes,5,138.9
MEM_06260,Female,53,No,8,168.0
MEM_13439,Female,60,Yes,25,127.6
MEM_03280,Female,51,No,2,16.4
MEM_04032,Male,57,No,6,117.4
MEM_06720,Female,33,No,7,146.0
MEM_01235,Female,37,No,7,46.4
MEM_13608,Male,55,No,27,133.7
MEM_09597,Male,59,No,23,30.1
MEM_10562,Female,48,No,20,41.9
MEM_13371,Female,36,Yes,25,123.1
MEM_10200,Male,29,No,21,27.1
MEM_02251,Male,52,Yes,7,23.7
MEM_01025,Female,36,No,5,37.8
MEM_11661,Female,61,No,25,106.9
MEM_08396,Male,19,Yes,31,32.8
MEM_06649,Male,43,No,2,133.8
MEM_14302,Female,54,Yes,22,98.8
MEM_08074,Female,24,Yes,23,60.0
MEM_07019,Male,57,Yes,10,148.8
MEM_03397,Male,36,No,7,10.0
MEM_00313,Female,18,Yes,6,33.2
MEM_00636,Female,48,Yes,6,23.1
MEM_06149,Male,19,No,8,142.2
MEM_08574,Male,24,Yes,23,31.0
MEM_11256,Female,27,No,23,109.0
MEM_09571,Female,61,Yes,22,40.7
MEM_12759,Male,35,No,27,158.9
MEM_08086,Female,31,No,21,26.5
MEM_08066,Female,43,Yes,19,34.7
MEM_08131,Male,64,No,20,40.5
MEM_02970,Female,31,No,0,35.7
MEM_08473,Female,43,No,31,54.0
MEM_02584,Male,56,Yes,6,28.9
MEM_08639,Female,34,Yes,21,36.6
MEM_03885,Female,49,No,5,126.8
MEM_14416,Male,51,No,23,122.6
MEM_12426,Male,27,Yes,22,158.1
MEM_04771,Male,35,No,6,133.4
MEM_13631,Female,57,Yes,31,101.4
MEM_10714,Male,29,Yes,9,50.1
MEM_06697,Male,21,No,4,121.2
MEM_06942,Female,45,No,8,152.5
MEM_11213,Male,45,Yes,30,25.9
MEM_12638,Male,49,Yes,22,143.2
MEM_08689,Female,27,No,25,42.5
MEM_11699,Male,49,No,28,135.8
MEM_06058,Female,43,No,2,142.8
MEM_01840,Male,18,Yes,4,24.5
MEM_13640,Male,58,No,22,131.7
MEM_01564,Male,58,No,5,23.4
MEM_03673,Female,44,No,6,40.3
MEM_10821,Female,24,Yes,26,34.4
MEM_12986,Female,39,Yes,25,125.4
MEM_04698,Female,33,Yes,4,113.0
MEM_14963,Female,50,Yes,20,119.8
MEM_03320,Male,61,Yes,4,42.1
MEM_05192,Male,54,Yes,6,122.9
MEM_02272,Female,22,Yes,3,54.9
MEM_14096,Male,62,No,22,103.3
MEM_06157,Female,25,No,11,153.0
MEM_04254,Female,46,Yes,9,118.0
MEM_04773,Male,58,No,4,106.2
MEM_06575,Female,38,No,3,119.9
MEM_10087,Male,35,Yes,23,64.2
MEM_04709,Female,42,Yes,9,108.3
MEM_00847,Male,52,No,9,42.9
MEM_07580,Male,42,No,21,31.6
MEM_05544,Male,61,No,10,103.2
MEM_05526,Female,36,No,5,146.1
MEM_00838,Female,21,No,6,25.4
MEM_05461,Male,28,No,4,150.9
MEM_09809,Female,59,Yes,22,28.5
MEM_08545,Male,63,No,25,47.6
MEM_07457,Male,57,Yes,5,120.0
MEM_04597,Female,18,No,7,118.0
MEM_05916,Female,45,Yes,6,89.2
MEM_01417,Male,39,No,5,28.5
MEM_05785,Male,58,Yes,5,131.5
MEM_13182,Female,64,No,27,132.4
MEM_03848,Female,60,No,8,157.7
MEM_00604,Female,57,Yes,5,34.0
MEM_09365,Female,41,Yes,24,35.2
MEM_13181,Female,24,No,21,89.6
MEM_02078,Female,51,No,4,31.6
MEM_09712,Male,59,No,26,35.9
MEM_02311,Male,50,Yes,8,37.2
MEM_09071,Female,41,No,24,48.5
MEM_04343,Male,31,No,5,119.5
MEM_01471,Female,44,Yes,3,30.1
MEM_01982,Female,43,Yes,3,40.2
MEM_08522,Female,19,No,25,25.6
MEM_04466,Male,62,No,9,131.6
MEM_00199,Male,47,Yes,2,17.2
MEM_06676,Male,45,No,6,159.8
MEM_00485,Male,63,No,1,18.2
MEM_03270,Male,42,Yes,4,50.5
MEM_04724,Male,64,No,7,117.9
MEM_05728,Female,28,Yes,6,118.3
MEM_02823,Male,39,Yes,1,25.3
MEM_04551,Female,23,Yes,5,152.2
MEM_13006,Male,24,Yes,24,103.1
MEM_05336,Female,61,No,10,109.7
MEM_03245,Male,50,No,6,27.0
MEM_04453,Female,32,No,4,70.1
MEM_10217,Female,41,No,21,39.8
MEM_05817,Female,41,No,7,138.1
MEM_10219,Male,60,No,25,30.1
MEM_03749,Male,18,Yes,1,28.2
MEM_02202,Female,33,Yes,5,22.8
MEM_08293,Male,45,No,24,44.0
MEM_12222,Female,45,Yes,21,126.9
MEM_02794,Male,56,Yes,4,30.8
MEM_07259,Male,59,Yes,6,134.5
MEM_12245,Male,42,No,22,96.0
MEM_12001,Male,24,Yes,25,143.3
MEM_00524,Male,25,Yes,2,10.0
MEM_10499,Female,37,Yes,26,53.3
MEM_13881,Male,37,Yes,25,115.5
MEM_00947,Female,53,No,3,42.7
MEM_11557,Male,44,No,29,102.7
MEM_14655,Male,40,No,20,128.5
MEM_11862,Female,41,No,25,123.1
MEM_01280,Male,46,No,4,17.6
MEM_09234,Male,62,No,24,52.0
MEM_00122,Male,53,Yes,7,19.0
MEM_04366,Female,46,No,4,128.7
MEM_05885,Male,28,No,3,134.1
MEM_07068,Female,25,Yes,6,117.0
MEM_07917,Female,29,No,21,28.8
MEM_02302,Female,36,Yes,3,26.4
MEM_13541,Male,43,Yes,26,90.5
MEM_13647,Female,34,No,27,89.0
MEM_09414,Female,54,Yes,23,37.3
MEM_05820,Female,24,No,5,115.1
MEM_10311,Male,20,No,27,55.1
MEM_01005,Female,21,No,5,32.9
MEM_03460,Male,27,No,7,53.7
MEM_08211,Female,32,No,24,42.9
MEM_12444,Male,42,Yes,27,83.5
MEM_13480,Male,60,No,22,113.3
MEM_03055,Female,56,No,2,28.7
MEM_03566,Female,26,No,4,20.7
MEM_07066,Female,18,Yes,6,
MEM_02132,Male,29,No,5,36.7
MEM_00501,Female,56,No,8,32.1
MEM_13281,Male,59,Yes,26,122.1
MEM_03185,Female,41,Yes,7,34.8
MEM_06153,Female,48,No,6,125.4
MEM_08129,Male,30,No,24,67.8
MEM_00229,Female,36,No,5,19.5
MEM_08881,Male,30,No,23,57.7
MEM_04001,Male,64,No,7,138.4
MEM_12288,Female,35,No,22,85.2
MEM_13709,Female,51,No,28,154.1
MEM_10500,Male,48,No,23,38.0
MEM_09202,Female,39,No,26,39.3
MEM_03007,Male,19,No,1,34.9
MEM_09383,Male,35,Yes,22,46.1
MEM_04587,Female,57,No,3,140.4
MEM_04221,Female,26,Yes,7,109.9
MEM_04305,Male,44,Yes,7,118.8
MEM_14446,Male,45,No,22,131.0
MEM_07571,Female,56,No,24,34.5
MEM_02750,Female,61,Yes,8,42.3
MEM_08992,Female,31,No,18,35.1
MEM_08857,Female,32,Yes,19,45.1
MEM_04376,Male,50,No,8,126.1
MEM_02944,Male,47,No,5,35.2
MEM_10662,Male,28,No,14,51.8
MEM_14999,Female,35,No,26,115.4
MEM_02718,Male,56,No,3,35.3
MEM_03362,Female,61,Yes,0,43.1
MEM_11183,Female,39,No,24,24.5
MEM_08459,Male,34,Yes,19,42.3
MEM_05824,Female,52,Yes,7,141.3
MEM_11897,Female,47,No,27,111.2
MEM_14613,Female,27,Yes,22,97.5
MEM_05230,Male,42,Yes,5,94.8
MEM_09792,Female,57,No,24,34.5
MEM_06746,Male,26,Yes,3,160.4
MEM_04161,Female,24,Yes,7,118.2
MEM_12782,Male,48,No,25,134.5
MEM_11524,Female,64,No,25,122.8
MEM_06878,Female,49,Yes,8,135.4
MEM_08608,Male,49,No,20,19.2
MEM_13930,Male,23,Yes,24,80.6
MEM_05322,Female,24,No,3,133.9
MEM_05561,Male,20,No,4,173.4
MEM_08928,Male,62,No,17,42.8
MEM_10298,Male,23,No,22,46.6
MEM_13174,Male,55,No,17,112.3
MEM_13287,Female,30,Yes,25,109.4
MEM_11716,Female,31,No,24,110.3
MEM_07463,Female,49,No,7,129.2
MEM_04867,Female,18,No,7,141.7
MEM_08742,Female,48,Yes,21,48.9
MEM_01017,Male,25,No,3,
MEM_07949,Female,56,No,26,47.2
MEM_07646,Female,31,No,17,53.2
MEM_09627,Male,40,No,22,36.0
MEM_01928,Female,49,Yes,6,33.6
MEM_00350,Male,18,No,5,15.0
MEM_06703,Male,43,No,8,133.3
MEM_13195,Male,60,Yes,27,87.7
MEM_00223,Male,18,Yes,1,30.9
MEM_06030,Male,59,No,5,142.8
MEM_14020,Female,60,No,23,127.8
MEM_13025,Male,49,Yes,24,117.2
MEM_14379,Female,41,No,21,120.8
MEM_09174,Female,43,No,21,49.7
MEM_02500,Female,46,Yes,5,24.3
MEM_10328,Female,56,Yes,26,39.5
MEM_11135,Male,26,Yes,20,29.2
MEM_00564,Female,55,No,6,25.9
MEM_01582,Female,19,Yes,2,32.6
MEM_05545,Female,37,Yes,4,160.6
MEM_02175,Male,29,No,8,21.4
MEM_09924,Male,31,Yes,25,35.3
MEM_12454,Female,53,Yes,26,78.2
MEM_14970,Female,60,Yes,28,133.2
MEM_03933,Female,19,No,9,128.9
MEM_11944,Female,51,No,22,112.3
MEM_02707,Male,64,No,4,40.0
MEM_14814,Male,54,Yes,18,115.1
MEM_09976,Male,20,No,14,28.8
MEM_05211,Female,49,Yes,6,147.4
MEM_14585,Female,20,No,21,139.4
MEM_09210,Male,35,Yes,18,
MEM_11926,Female,42,No,25,93.5
MEM_03535,Female,33,No,7,19.4
MEM_08265,Male,48,No,24,43.9
MEM_14400,Female,44,No,18,144.7
MEM_02397,Female,40,Yes,2,26.3
MEM_06657,Male,22,Yes,4,144.8
MEM_03739,Female,24,No,1,38.1
MEM_11701,Male,24,Yes,21,122.3
MEM_00821,Male,44,Yes,7,27.0
MEM_02063,Female,25,No,4,21.6
MEM_13830,Male,46,No,22,145.0
MEM_10120,Male,52,No,19,61.9
MEM_00081,Female,42,No,5,24.7
MEM_05419,Male,60,No,7,108.3
MEM_14632,Male,62,No,24,96.6
MEM_13897,Female,25,Yes,21,111.6
MEM_09904,Male,51,Yes,21,47.1
MEM_02697,Female,44,Yes,1,25.4
MEM_00831,Female,54,Yes,2,20.2
MEM_04574,Male,54,No,6,109.1
MEM_03826,Male,42,Yes,2,132.7
MEM_05924,Male,45,Yes,7,150.5
MEM_10717,Female,29,No,20,35.2
MEM_01397,Female,37,No,2,27.9
MEM_10251,Male,36,Yes,21,50.7
MEM_02833,Female,52,No,3,14.6
MEM_09921,Male,62,Yes,21,54.3
MEM_13948,Female,22,No,20,127.5
MEM_14300,Male,57,Yes,25,125.6
MEM_13131,Female,33,Yes,26,104.9
MEM_13267,Male,53,Yes,19,116.4
MEM_11598,Female,45,No,23,142.4
MEM_00048,Male,35,No,5,20.1
MEM_09156,Male,47,Yes,20,37.8
MEM_08550,Female,43,No,27,59.1
MEM_12894,Female,58,Yes,26,121.0
MEM_06512,Male,39,No,7,105.1
MEM_11436,Female,34,No,26,135.1
MEM_07335,Female,39,No,6,127.6
MEM_11241,Female,61,No,18,33.0
MEM_06357,Male,46,No,6,121.7
MEM_04095,Female,55,Yes,9,147.3
MEM_02689,Female,18,No,5,35.3
MEM_01189,Female,42,Yes,2,16.0
MEM_11482,Male,52,Yes,26,106.6
MEM_04845,Female,49,Yes,6,147.0
MEM_05210,Female,60,No,7,124.7
MEM_03990,Female,61,No,7,113.7
MEM_02373,Female,48,No,5,32.1
MEM_11039,Male,26,Yes,16,63.7
MEM_05676,Male,61,Yes,4,126.0
MEM_12038,Female,56,Yes,25,115.2
MEM_02758,Female,63,Yes,2,17.8
MEM_09936,Female,26,Yes,31,52.6
MEM_06607,Male,52,No,2,139.4
MEM_09747,Male,53,Yes,22,51.6
MEM_09639,Male,24,Yes,29,47.9
MEM_02488,Male,38,Yes,4,22.4
MEM_02579,Male,53,No,8,31.1
MEM_12739,Female,24,No,25,132.2
MEM_12133,Female,20,No,19,67.3
MEM_03880,Male,20,Yes,8,139.6
MEM_14461,Female,26,Yes,21,153.4
MEM_08854,Female,52,No,20,34.5
MEM_09527,Female,24,Yes,21,
MEM_04934,Female,32,No,8,114.5
MEM_13771,Male,63,No,21,127.0
MEM_08145,Male,52,Yes,22,21.4
MEM_02209,Male,46,No,4,50.5
MEM_05235,Female,34,Yes,9,126.3
MEM_03945,Female,25,No,9,141.9
MEM_11817,Male,25,No,23,150.8
MEM_09694,Male,60,No,18,49.3
MEM_02164,Female,47,Yes,7,27.7
MEM_02886,Male,39,No,3,33.8
MEM_07852,Female,32,No,20,44.7
MEM_10820,Male,53,Yes,23,30.2
MEM_14906,Male,32,No,20,88.4
MEM_00516,Male,27,No,5,32.9
MEM_11667,Male,25,Yes,24,139.1
MEM_12143,Female,37,Yes,24,148.9
MEM_05666,Female,39,Yes,9,143.0
MEM_00172,Female,39,Yes,4,26.5
MEM_00639,Male,35,Yes,1,35.9
MEM_09863,Male,43,No,24,41.2
MEM_08935,Female,22,Yes,23,47.7
MEM_14401,Female,33,Yes,25,117.1
MEM_07690,Female,60,No,18,42.4
MEM_05065,Male,42,No,6,121.3
MEM_01143,Female,23,Yes,4,28.8
MEM_10769,Female,45,No,22,40.9
MEM_13665,Male,32,No,22,125.6
MEM_12553,Male,60,No,23,140.2
MEM_09946,Male,63,Yes,20,23.1
MEM_01832,Male,32,No,6,46.4
MEM_14781,Male,21,No,28,84.7
MEM_08862,Female,54,No,19,35.4
MEM_03686,Male,39,No,9,22.3
MEM_06227,Female,36,No,4,137.8
MEM_05700,Male,57,Yes,6,133.3
MEM_11346,Female,37,No,26,116.7
MEM_13575,Male,39,Yes,28,124.7
MEM_04537,Female,63,Yes,4,83.3
MEM_03515,Female,60,No,5,23.4
MEM_09668,Male,24,No,30,39.6
MEM_00834,Female,46,No,4,28.1
MEM_02486,Male,48,No,3,23.7
MEM_11959,Female,64,Yes,19,154.8
MEM_08539,Female,35,No,22,40.8
MEM_09286,Male,31,No,19,38.0
MEM_12797,Female,41,No,25,127.1
MEM_13229,Female,52,No,21,100.1
MEM_09316,Male,54,No,20,47.0
MEM_05467,Male,48,Yes,7,112.9
MEM_04915,Male,38,No,8,126.9
MEM_00065,Female,19,Yes,7,12.1
MEM_08037,Female,60,No,16,48.9
MEM_08405,Female,53,No,19,38.8
MEM_13071,Female,63,No,26,143.0
MEM_02024,Female,42,Yes,0,33.1
MEM_01872,Male,63,No,3,20.6
MEM_00354,Female,31,No,4,29.4
MEM_05360,Male,18,Yes,10,162.8
MEM_01767,Female,40,Yes,4,36.3
MEM_12389,Male,38,Yes,20,103.2
MEM_09394,Male,36,Yes,27,51.7
MEM_06405,Female,42,No,8,88.1
MEM_04762,Male,38,No,6,152.2
MEM_01164,Female,27,Yes,6,17.3
MEM_12138,Male,56,No,26,88.4
MEM_13188,Female,43,No,24,108.4
MEM_03395,Male,64,No,1,34.8
MEM_08285,Female,25,Yes,21,35.9
MEM_12703,Female,42,No,17,117.8
MEM_04568,Female,33,No,4,139.9
MEM_09308,Female,20,No,26,37.8
MEM_03127,Female,36,No,7,22.7
MEM_13582,Male,60,Yes,21,92.2
MEM_06946,Female,20,No,9,129.0
MEM_00309,Female,46,Yes,4,27.6
MEM_07203,Male,50,Yes,7,145.3
MEM_08593,Female,20,No,29,20.9
MEM_14085,Female,55,Yes,25,110.6
MEM_10629,Female,53,No,25,33.4
MEM_11617,Male,39,Yes,25,143.6
MEM_04354,Female,58,Yes,4,118.7
MEM_08893,Male,53,No,22,34.2
MEM_10444,Male,34,No,28,47.5
MEM_08204,Female,33,No,18,34.1
MEM_03587,Male,59,Yes,2,12.6
MEM_07223,Female,56,Yes,7,94.0
MEM_02583,Male,59,No,6,27.1
MEM_07420,Female,26,Yes,8,127.2
MEM_02770,Male,58,No,4,26.5
MEM_04812,Female,55,No,8,113.2
MEM_10782,Male,36,Yes,20,44.0
MEM_10203,Female,58,No,26,40.2
MEM_05087,Female,57,No,3,135.4
MEM_00324,Male,44,No,2,25.5
MEM_05171,Male,22,Yes,7,132.6
MEM_05648,Male,52,No,5,118.4
MEM_06743,Female,37,Yes,5,126.4
MEM_03209,Female,53,Yes,5,31.0
MEM_09307,Female,19,Yes,27,43.1
MEM_03905,Male,60,No,5,141.4
MEM_12361,Female,22,No,21,118.8
MEM_01292,Male,25,Yes,4,28.3
MEM_05638,Male,58,No,8,142.2
MEM_14433,Female,52,No,31,123.8
MEM_08499,Female,23,No,24,44.8
MEM_08899,Male,49,No,25,19.2
MEM_02379,Male,54,No,5,15.4
MEM_10431,Female,29,No,22,32.0
MEM_09497,Male,55,No,31,30.3
MEM_03634,Female,55,No,5,27.5
MEM_04169,Male,36,No,7,96.3
MEM_08687,Male,22,Yes,23,63.4
MEM_06658,Male,38,Yes,8,154.9
MEM_12751,Male,20,No,22,114.1
MEM_14715,Female,64,Yes,25,96.9
MEM_03428,Female,62,Yes,5,25.9
MEM_04421,Female,56,Yes,9,136.2
MEM_01101,Female,47,No,0,55.5
MEM_12793,Female,52,No,23,134.5
MEM_07900,Female,63,No,23,40.7
MEM_14307,Male,24,No,26,126.8
MEM_03250,Male,36,No,5,37.9
MEM_04409,Female,39,No,4,128.9
MEM_04140,Female,47,No,6,137.3
MEM_03557,Male,35,No,4,44.4
MEM_00709,Male,31,No,7,36.6
MEM_00118,Male,58,No,6,31.4
MEM_02022,Male,55,No,7,37.0
MEM_04598,Male,57,No,7,144.2
MEM_07286,Male,59,No,6,134.2
MEM_06130,Female,33,Yes,6,115.0
MEM_10947,Male,56,No,24,40.0
MEM_06952,Female,20,Yes,5,128.1
MEM_13497,Male,25,Yes,21,119.8
MEM_02374,Male,26,No,6,45.3
MEM_14449,Male,46,No,24,133.1
MEM_10747,Female,50,No,19,27.5
MEM_09354,Female,34,Yes,24,34.9
MEM_05227,Female,18,Yes,6,123.9
MEM_11808,Male,42,Yes,23,80.9
MEM_06606,Female,40,No,7,166.4
MEM_04681,Male,52,No,6,136.1
MEM_13691,Female,34,Yes,26,124.8
MEM_08375,Male,57,No,17,43.7
MEM_05003,Female,22,No,5,110.4
MEM_09363,Male,26,No,18,35.2
MEM_12923,Male,47,Yes,25,96.7
MEM_10354,Male,51,No,28,44.4
MEM_04273,Male,31,No,4,139.3
MEM_05739,Male,37,No,7,135.1
MEM_12599,Female,29,Yes,29,128.1
MEM_09115,Male,30,No,15,38.4
MEM_13739,Female,28,No,30,120.6
MEM_05470,Female,45,Yes,7,
MEM_05816,Female,54,Yes,4,176.7
MEM_01158,Male,45,No,6,32.7
MEM_13359,Female,61,No,28,103.6
MEM_08892,Female,39,Yes,28,20.9
MEM_00087,Male,43,No,5,33.8
MEM_07702,Male,38,Yes,17,33.2
MEM_03382,Male,32,No,4,35.9
MEM_13432,Female,52,No,25,161.1
MEM_11488,Female,18,Yes,24,96.5
MEM_00403,Female,31,No,4,22.5
MEM_14600,Female,62,Yes,19,105.2
MEM_03350,Female,39,Yes,3,27.8
MEM_12482,Female,24,No,25,175.3
MEM_07591,Male,45,No,20,38.9
MEM_14939,Female,28,Yes,23,137.2
MEM_06378,Female,61,No,6,136.0
MEM_02241,Male,64,No,5,33.1
MEM_10676,Male,29,No,30,44.5
MEM_06552,Male,35,No,10,113.8
MEM_07559,Female,18,Yes,18,40.3
MEM_13639,Male,47,No,21,132.5
MEM_06310,Male,56,No,6,168.9
MEM_01027,Male,41,No,4,42.0
MEM_14730,Male,51,No,20,129.5
MEM_03803,Female,48,Yes,4,86.5
MEM_05517,Female,19,Yes,2,151.5
MEM_02436,Female,60,Yes,4,34.2
MEM_04689,Female,39,No,7,111.8
MEM_10124,Female,56,Yes,14,38.5
MEM_05298,Male,39,Yes,6,84.9
MEM_01278,Female,34,No,4,42.9
MEM_09236,Male,43,Yes,21,37.5
MEM_06856,Male,48,No,7,130.9
MEM_02042,Female,21,No,3,33.0
MEM_14612,Female,34,Yes,27,104.9
MEM_06654,Male,61,Yes,5,141.5
MEM_06074,Female,49,No,6,132.1
MEM_05157,Male,51,Yes,3,143.0
MEM_01425,Male,41,No,0,48.0
MEM_05027,Male,22,Yes,8,156.7
MEM_05281,Female,40,Yes,6,102.7
MEM_09216,Female,47,Yes,25,40.8
MEM_01502,Female,54,Yes,2,25.3
MEM_14611,Male,35,Yes,21,122.3
MEM_12845,Female,41,No,25,129.5
MEM_12275,Female,20,No,26,151.6
MEM_09675,Female,51,No,29,
MEM_12868,Male,44,Yes,27,95.6
MEM_06064,Male,33,Yes,6,116.4
MEM_00678,Male,22,No,6,31.0
MEM_06673,Female,61,Yes,6,168.0
MEM_05851,Female,31,No,9,139.3
MEM_07194,Female,23,Yes,8,141.2
MEM_10414,Female,29,Yes,19,24.9
MEM_05265,Female,64,Yes,4,142.4
MEM_07551,Male,50,No,26,52.9
MEM_13335,Male,27,No,22,128.5
MEM_11068,Male,42,Yes,23,40.5
MEM_05053,Male,18,No,7,142.1
MEM_05215,Male,24,No,3,131.8
MEM_01850,Female,60,No,3,28.1
MEM_06522,Female,48,Yes,10,112.2
MEM_01070,Female,24,Yes,4,28.4
MEM_07934,Male,31,Yes,17,33.3
MEM_06784,Female,23,No,3,122.4
MEM_07406,Male,20,No,5,140.2
MEM_02480,Female,22,Yes,3,32.9
MEM_12461,Female,42,No,25,123.4
MEM_03392,Female,26,No,4,30.3
MEM_01099,Female,49,Yes,5,34.8
MEM_05484,Female,55,No,8,146.3
MEM_09103,Male,19,Yes,21,55.9
MEM_11606,Female,25,Yes,25,133.0
MEM_00418,Male,62,Yes,6,39.9
MEM_09469,Male,48,No,24,36.9
MEM_05819,Female,19,Yes,5,112.9
MEM_07890,Male,47,Yes,19,50.9
MEM_01947,Male,48,No,4,22.5
MEM_08450,Male,55,Yes,23,40.4
MEM_03336,Male,22,No,1,31.4
MEM_02299,Male,62,No,1,21.4
MEM_09162,Female,27,Yes,23,28.6
MEM_10907,Male,25,Yes,23,52.7
MEM_14669,Female,54,Yes,24,105.0
MEM_00208,Male,41,No,5,41.2
MEM_08288,Female,44,No,17,37.8
MEM_03682,Female,45,No,4,34.6
MEM_13680,Female,18,Yes,24,96.1
MEM_08222,Male,49,No,18,23.5
MEM_14572,Female,55,Yes,22,119.5
MEM_00528,Male,61,No,5,29.3
MEM_05329,Male,24,Yes,3,108.0
MEM_00779,Male,51,Yes,5,24.5
MEM_00722,Male,34,No,1,42.9
MEM_07428,Male,53,No,5,96.8
MEM_09511,Female,31,No,21,45.7
MEM_07313,Male,26,No,8,111.9
MEM_01860,Female,55,No,4,36.6
MEM_12720,Male,36,Yes,26,105.6
MEM_14341,Female,23,Yes,25,107.8
MEM_12702,Female,23,No,25,97.1
MEM_13615,Male,49,No,20,113.6
MEM_01992,Female,52,No,6,30.2
MEM_02332,Female,57,No,1,42.2
MEM_10324,Female,23,No,26,48.5
MEM_06339,Male,40,No,9,139.6
MEM_09913,Male,43,Yes,18,31.0
MEM_13713,Female,36,No,24,112.8
MEM_06117,Male,50,Yes,6,105.6
MEM_03459,Female,29,No,2,41.5
MEM_07614,Male,21,No,18,40.2
MEM_06567,Female,63,No,3,111.1
MEM_11268,Male,35,No,23,138.1
MEM_08297,Female,35,No,23,45.7
MEM_11766,Male,53,Yes,24,131.4
MEM_09336,Male,42,No,24,19.1
MEM_05492,Female,40,No,6,156.0
MEM_13512,Female,43,Yes,24,119.8
MEM_04518,Male,27,No,4,142.8
MEM_10991,Male,59,Yes,22,41.4
MEM_08197,Female,43,Yes,19,30.1
MEM_05138,Female,62,Yes,6,140.9
MEM_06755,Male,45,Yes,8,123.5
MEM_11195,Male,32,Yes,26,35.0
MEM_14128,Male,58,Yes,27,134.9
MEM_00257,Female,46,No,3,23.7
MEM_14949,Female,54,No,17,85.0
MEM_13230,Female,62,No,25,142.6
MEM_12922,Male,64,No,21,130.3
MEM_11961,Female,58,Yes,23,100.9
MEM_06931,Male,27,No,6,114.7
MEM_09601,Male,37,No,22,37.1
MEM_14380,Female,63,No,28,122.3
MEM_03625,Male,36,No,2,49.7
MEM_00702,Female,38,Yes,3,41.5
MEM_03189,Female,33,No,8,17.0
MEM_00503,Female,43,No,5,19.1
MEM_11784,Male,35,Yes,20,129.9
MEM_13232,Female,62,Yes,24,111.8
MEM_05441,Female,63,No,2,137.8
MEM_02556,Male,53,Yes,0,21.9
MEM_00848,Male,34,No,3,34.2
MEM_02248,Male,31,No,4,34.7
MEM_05616,Female,36,No,5,164.9
MEM_09452,Female,49,No,22,22.6
MEM_00372,Female,31,Yes,7,39.6
MEM_13289,Male,21,Yes,19,139.4
MEM_05317,Female,40,Yes,7,141.0
MEM_10624,Female,35,No,29,30.6
MEM_05487,Male,42,No,3,100.8
MEM_05303,Female,58,No,5,131.9
MEM_04052,Female,39,No,4,153.5
MEM_03937,Female,21,No,7,155.5
MEM_06252,Male,26,No,5,121.6
MEM_14840,Female,58,No,26,110.7
MEM_09546,Female,27,Yes,24,20.2
MEM_12227,Female,64,No,26,152.8
MEM_12562,Female,51,No,26,114.7
MEM_04076,Male,18,Yes,6,119.3
MEM_00997,Male,51,No,5,19.1
MEM_04332,Male,57,No,5,138.7
MEM_08610,Female,58,Yes,21,51.2
MEM_01176,Male,61,Yes,1,25.5
MEM_14531,Male,55,Yes,29,120.0
MEM_00551,Male,27,No,4,16.3
MEM_04840,Male,29,No,9,122.3
MEM_12439,Female,63,No,28,125.1
MEM_04372,Male,40,Yes,7,138.2
MEM_03497,Female,49,No,4,30.2
